@relation 'dataEmploi-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-11,15,20-28'

@attribute publish_date {'aujourd hui','il y a 2 jours','il y a 3 jours','il y a 4 jours','il y a 5 jours','il y a 6 jours','il y a 7 jours','il y a 8 jours','il y a 10 jours','il y a 11 jours','il y a 12 jours','il y a 13 jours','il y a 14 jours','il y a 15 jours','il y a 16 jours','il y a 17 jours','il y a 18 jours','il y a 19 jours','il y a 20 jours','il y a 21 jours','il y a 22 jours','il y a 24 jours','il y a 25 jours','il y a 26 jours','il y a 27 jours'}
@attribute company_name {OBS,'Mouvement Habad Loubavitch Maroc','Université Internationale de Rabat UIR','Yazaki Morocco','BMCI Groupe BNP Paribas','Manpower Agences','Atlas On Line',Unifitel,Tofflon,Na,OFPPT,Altados,'Alstom Maroc',Soprima,'Leet initiative','Ositel Group','Université Mohammed VI Polytechnique','Capgemini Engineering','Mon Job','Oceane Consulting','DXC Technology Maroc','Air Arabia',Capgemini,'Satec GS','Euro job','SQLI Maroc','Sofrecom Services Maroc','ALTEN Maroc','Bouygues Construction IT','Madaef Golfs','Excel Management Conseil','HP SEARCH','ORH Assessment',Maghrebail,'Eca Assurances',Intelcia,'CDG Développement','EnerGetic Link','MAJAL BERKANE SDL',Eqdom,'Eberhardt Frères Maroc',CMPE,SMMSocodamDavum,'UTAC Maroc','Expert Call Center','Intelcia ITS','Deloitte Extended Services',Révey,Tersea,'Disty technologies',Preci,'Colibri Services','Fondation Arrawaj',Leyton,'Société Générale Maroc',Crouzet,'Ansamble Maroc','CGI Technologies et Solutions Maroc','McDonald s Maroc','RhUbique Talents','AXA Group Operations Maroc','SGS Maroc SA','PwC services','SCR Maroc','Astek Technology Morocco','ARIA Tech','Axa Assurance Maroc','Bank Assafa','BhLab Maroc',Leboncall,'Journées Quebec',Sotherma,'Al Amana Microfinance','Kolibri Technologies','Atlas Hospitality Morocco AHM','GO RH Maroc',MaxAB,'Perenity Software','Sofadev Docapost BPO','CAC Centrale Automobile Chérifienne','Sitel Group','Structural Aerospace Morocco AVIAGROUP',Atos,'Royale Marocaine d Assurance',Madaef,'Imprima Platform Morocco',Novec,'AXA Rabat Axa Services',Alumetaux,Finéa,Somadir,'Moore Casablanca',SAPST,'Petit Forestier','Bourse de Casablanca','Safran Nacelles','Hit Radio','HPS Maroc','Groupe SMEIA','Xpertize Africa','Management Smart Consult','Econocom Maroc','Société des Boissons du Maroc',CDG,'Emirates Airlines','Comeca Maroc','The Global Phosphorus Institute',Accytime,'Club Med',MediaSource,'Webhelp Maroc',Richbond,Comicom,Involys}
@attribute city {Rabat,Casablanca,Kénitra,Agadir,Mellal,le,Meknès,Marrakech,Autres,Tanger,Fès,Oujda,Safi,Dahab,Laâyoune,Settat,Côte}
@attribute region {Maroc,France,Canada,'Côte d Ivoire',Sénégal,'Émirats Arabes Unis'}
@attribute sector {'Secteur Informatique','Secteur Communication','Secteur Enseignement','Secteur Automobile','Secteur Banque','Secteur Agence pub','Secteur Centre d appel','Secteur Agroalimentaire','Secteur Distribution','Secteur BTP','Secteur Métallurgie','Secteur Conseil','Secteur Telecom','Secteur Aéronautique','Secteur Internet','Secteur Autres services','Secteur Transport','Secteur Recrutement','Secteur Offshoring','Secteur Hôtellerie','Secteur Agriculture','Secteur Service public','Secteur Assurance','Secteur Immobilier','Secteur Comptabilité','Secteur Autres Industries','Secteur Energie','Secteur Audiovisuel','Secteur Juridique','Secteur Chimie','Secteur Tourisme','Secteur Pharmacie','Secteur Electro','Secteur Import','Secteur Nettoyage','Secteur Cosmétique','Secteur Ameublement','Secteur Textile','Secteur Papier','Secteur Electricité','Secteur Ferroviaire','Secteur Plasturgie','Secteur Extraction'}
@attribute contract_type {CDI,Autre,Freelance,Stage,CDD}
@attribute education_level {'Bac 5 et plus','Bac 2','Bac 3','Bac 4',Autodidacte,Bac,'Qualification avant Bac','Bac 1'}
@attribute diploma {'Ecole d ingénieur',Na,Master,'Formation professionnelle',Université,'BTS / DUT','Ecole de commerce',Autre,'Formation avant BAC','Formation spécialisée',Baccalauréat,'Doctorat / DEA'}
@attribute experience {Na,'De 5 à 10 ans','De 3 à 5 ans','De 1 à 3 ans','Moins de 1 an','Plus de 20 ans','De 10 à 20 ans'}
@attribute remote {Hybride,Non,'Oui 100'}

@data
'aujourd hui',Unifitel,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 2',Na,Na,Non
'aujourd hui','Ositel Group',Casablanca,Maroc,'Secteur Telecom',Freelance,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'aujourd hui','Ositel Group',Casablanca,Maroc,'Secteur Telecom',Freelance,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'aujourd hui',Unifitel,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 2',Na,Na,Non
'aujourd hui',Unifitel,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 2',Na,Na,Non
'aujourd hui',Unifitel,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 2',Na,Na,Non
'aujourd hui',Unifitel,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 2',Na,Na,Non
'il y a 2 jours','Université Mohammed VI Polytechnique',Rabat,Maroc,'Secteur Enseignement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 2 jours','Capgemini Engineering',Casablanca,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus',Master,'De 3 à 5 ans',Hybride
'il y a 2 jours','Capgemini Engineering',Casablanca,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus',Master,'De 3 à 5 ans',Hybride
'il y a 2 jours',Na,Casablanca,Maroc,'Secteur Banque',Autre,'Bac 5 et plus',Autre,'De 1 à 3 ans',Non
'il y a 2 jours',OBS,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 2 jours',OBS,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 2 jours',OBS,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 2 jours',OBS,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 3 jours','Mon Job',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 3','Ecole de commerce','Moins de 1 an',Non
'il y a 3 jours','Capgemini Engineering',Casablanca,Maroc,'Secteur Banque',Stage,'Bac 5 et plus',Master,'Moins de 1 an',Non
'il y a 3 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours','Ositel Group',Autres,France,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Oceane Consulting',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 3 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours','Ositel Group',Rabat,Maroc,'Secteur Informatique',Freelance,'Bac 5 et plus',Master,Na,Non
'il y a 3 jours','DXC Technology Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours','DXC Technology Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours','Air Arabia',Casablanca,Maroc,'Secteur Aéronautique',CDI,'Bac 3','BTS / DUT',Na,Non
'il y a 3 jours',Capgemini,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Hybride
'il y a 3 jours',Capgemini,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Hybride
'il y a 3 jours',Capgemini,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Hybride
'il y a 3 jours','Yazaki Morocco',Tanger,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 3 jours',Capgemini,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,'De 3 à 5 ans',Hybride
'il y a 3 jours',Capgemini,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours',Capgemini,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours','Satec GS',Tanger,Maroc,'Secteur Informatique',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 3 jours','Yazaki Morocco',Tanger,Maroc,'Secteur Automobile',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 3 jours','Euro job',Casablanca,Maroc,'Secteur Internet',CDI,'Bac 2',Na,'De 1 à 3 ans',Non
'il y a 3 jours','Manpower Agences',Casablanca,Maroc,'Secteur Agence pub',CDI,'Bac 3',Master,Na,Non
'il y a 3 jours','Euro job',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 3',Na,Na,Non
'il y a 3 jours','Euro job',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 4',Na,Na,Non
'il y a 3 jours','Manpower Agences',Casablanca,Maroc,'Secteur Autres services',CDI,'Bac 4',Na,'De 3 à 5 ans',Non
'il y a 3 jours','Euro job',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 3','Ecole de commerce',Na,Non
'il y a 3 jours','Euro job',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 3','Ecole de commerce',Na,Non
'il y a 3 jours','Manpower Agences',Casablanca,Maroc,'Secteur Autres services',CDI,'Bac 5 et plus',Na,'Plus de 20 ans',Non
'il y a 3 jours',Na,Casablanca,Maroc,'Secteur Centre d appel',CDI,Bac,Na,Na,Non
'il y a 3 jours','Euro job',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 2',Na,Na,Non
'il y a 3 jours','Manpower Agences',Casablanca,Maroc,'Secteur Transport',CDI,'Bac 5 et plus',Na,'Plus de 20 ans',Non
'il y a 3 jours','Euro job',Casablanca,Maroc,'Secteur Centre d appel',CDI,'Bac 2',Na,Na,Non
'il y a 3 jours','SQLI Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','SQLI Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours',Na,Rabat,Maroc,'Secteur Recrutement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 3 jours',Na,Casablanca,Maroc,'Secteur Recrutement',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 3 jours','Sofrecom Services Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Rabat,Maroc,'Secteur Informatique',Stage,'Bac 2',Na,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',Stage,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Rabat,Maroc,'Secteur Informatique',CDD,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','BTS / DUT',Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Hybride
'il y a 3 jours','Sofrecom Services Maroc',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 3 jours','Sofrecom Services Maroc',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 3 jours','Sofrecom Services Maroc',Rabat,Maroc,'Secteur Informatique',Stage,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours',Na,Fès,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 3 jours',Na,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 3 jours',Na,Fès,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 3 jours','ALTEN Maroc',Fès,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 3 jours',Na,Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Non
'il y a 3 jours',Unifitel,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 2',Na,Na,Non
'il y a 3 jours',Unifitel,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 2',Na,Na,Non
'il y a 3 jours',Unifitel,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 2',Na,Na,Non
'il y a 3 jours','BMCI Groupe BNP Paribas',Marrakech,Maroc,'Secteur Banque',Autre,'Bac 3',Université,Na,Non
'il y a 3 jours',Unifitel,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 2',Na,Na,Non
'il y a 3 jours','BMCI Groupe BNP Paribas',Marrakech,Maroc,'Secteur Banque',Autre,'Bac 3',Université,Na,Non
'il y a 3 jours',Na,Casablanca,Maroc,'Secteur Offshoring',CDI,'Bac 3',Na,Na,Non
'il y a 3 jours',Na,Rabat,Maroc,'Secteur Centre d appel',CDD,'Bac 3',Université,Na,Non
'il y a 3 jours',Altados,Casablanca,Maroc,'Secteur Informatique',Freelance,'Bac 5 et plus',Na,Na,Non
'il y a 3 jours','Bouygues Construction IT',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours','Madaef Golfs',Rabat,Maroc,'Secteur Hôtellerie',CDI,'Bac 2',Na,Na,Non
'il y a 3 jours',Altados,Casablanca,Maroc,'Secteur Informatique',Freelance,'Bac 5 et plus',Na,Na,Non
'il y a 3 jours','Excel Management Conseil',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 10 à 20 ans',Non
'il y a 3 jours',Na,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 3 à 5 ans',Hybride
'il y a 3 jours','HP SEARCH',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 3 jours','HP SEARCH',le,Maroc,'Secteur Agriculture',CDI,'Bac 4','Ecole d ingénieur',Na,Non
'il y a 3 jours','HP SEARCH',Agadir,Maroc,'Secteur Agriculture',CDI,'Bac 4','Ecole d ingénieur',Na,Non
'il y a 3 jours',Na,Casablanca,Maroc,'Secteur Banque',Autre,'Bac 2',Autre,'Moins de 1 an',Non
'il y a 3 jours','Excel Management Conseil',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 5 à 10 ans',Non
'il y a 3 jours','Sofrecom Services Maroc',Rabat,Maroc,'Secteur Informatique',Stage,'Bac 5 et plus',Na,Na,Hybride
'il y a 3 jours','ORH Assessment',Rabat,Maroc,'Secteur Service public',CDI,'Bac 2',Na,Na,Non
'il y a 3 jours','ORH Assessment',Casablanca,Maroc,'Secteur Conseil',CDI,'Bac 5 et plus','Ecole de commerce',Na,Non
'il y a 3 jours',Na,le,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 3 jours',Na,Casablanca,Maroc,'Secteur Offshoring',CDI,'Bac 3',Na,Na,Non
'il y a 3 jours','Excel Management Conseil',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus',Master,'De 10 à 20 ans',Non
'il y a 3 jours',Maghrebail,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Master,Na,Non
'il y a 3 jours','Euro job',Casablanca,Maroc,'Secteur Internet',CDI,'Bac 2',Na,Na,Non
'il y a 3 jours','Université Mohammed VI Polytechnique',Marrakech,Maroc,'Secteur Enseignement',CDD,'Bac 5 et plus',Na,Na,Non
'il y a 4 jours','Eca Assurances',Casablanca,Maroc,'Secteur Assurance',CDI,'Bac 2',Na,Na,Non
'il y a 4 jours','Université Internationale de Rabat UIR',Rabat,Maroc,'Secteur Informatique',CDI,'Bac 2','BTS / DUT',Na,Non
'il y a 4 jours',Na,Casablanca,Maroc,'Secteur Banque',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 4 jours',OBS,Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 4 jours',Intelcia,Autres,Maroc,'Secteur Offshoring',CDI,'Bac 2',Na,Na,Non
'il y a 4 jours',Intelcia,Autres,Maroc,'Secteur Offshoring',CDI,'Bac 2',Na,Na,Non
'il y a 4 jours','CDG Développement',Casablanca,Maroc,'Secteur Immobilier',CDI,'Bac 5 et plus',Na,'De 10 à 20 ans',Non
'il y a 4 jours','EnerGetic Link',Casablanca,Maroc,'Secteur Informatique',CDI,'Bac 5 et plus','Ecole d ingénieur',Na,Hybride
'il y a 4 jours','CDG Développement',Casablanca,Maroc,'Secteur Immobilier',CDI,'Bac 5 et plus',Na,Na,Non
'il y a 4 jours',Na,Casablanca,Maroc,'Secteur Banque',Autre,'Bac 3',Université,Na,Hybride
